8181 26518
1006 2826 881
8058 3924 -972
2492 7661 -493
5150 4373 -372
960 6982 953
42 3515 -251
8156 4017 -14
3882 2314 -130
7331 8029 888
1991 7334 -480
1824 4463 -639
1501 6336 -389
5470 2319 191
3675 1160 282
4338 2924 -800
456 2055 830
4104 5846 473
441 2313 666
6185 2137 465
8173 6096 -713
4551 2896 147
7146 8050 21
5298 8103 -868
6016 7262 839
4626 4164 261
6840 656 -347
960 1544 -112
4644 4444 954
7560 5387 -690
4739 3551 -826
3637 8152 -836
4204 3728 242
5578 335 -997
623 5396 426
1913 5347 270
1362 7395 259
4466 1491 154
728 5856 -622
7079 4824 -321
1362 6263 -417
4520 1085 813
368 5438 -416
7167 2178 -53
1913 7519 -592
8166 2591 373
5085 3417 -318
3366 2580 -984
3014 6831 -238
3418 7980 -839
5578 3439 -314
5034 6835 999
6667 2874 115
2710 6166 909
4243 1104 801
4742 2662 -28
7131 1440 -973
1057 4555 950
774 2649 -702
1616 8084 718
6708 5938 262
6799 3923 218
3461 3760 385
6038 2769 128
7487 7481 -963
5167 2895 391
4033 1319 -671
3154 1952 -947
7123 319 200
4977 4961 -102
6521 4960 -880
8133 7258 389
1791 640 -445
3972 7635 -664
1405 5832 -957
5018 7409 -515
460 3415 147
472 2732 -133
3386 1397 -377
4480 1409 563
1409 1882 -670
4968 5682 -799
497 3716 589
2237 1498 277
4114 6312 -115
3702 5816 613
4706 2190 596
2930 2618 -774
2033 6797 505
1239 3944 21
133 405 -444
1792 2123 -559
5949 3817 209
2429 1373 -917
2473 3290 23
4293 6304 370
3074 1241 109
2930 2070 -780
1060 399 -67
5301 4321 -994
6364 7580 -256
5377 8078 -432
3669 7582 -589
4680 2412 -415
7936 5298 -541
1964 7686 8
1957 3123 934
3532 5284 -45
7286 2350 -750
4400 1628 -821
2666 2984 -945
7356 6130 458
418 97 29
6654 7341 -182
2745 808 513
6723 296 742
7804 583 -833
5992 8114 -899
103 7480 -996
1082 4798 369
1855 6071 732
6695 8075 -159
7564 4135 -591
4289 6055 -755
4501 7047 64
2501 1582 -960
368 106 -939
7994 4444 814
7545 1415 656
7069 120 -306
3179 4952 -812
1509 7587 229
494 2929 479
1403 4201 219
259 1106 304
6100 7225 -622
390 5826 -38
7757 3268 225
228 4008 -78
5668 4153 -865
5347 6605 657
3453 473 -916
4155 4060 3
3970 629 786
5398 260 39
7140 1814 -193
2964 1589 -333
3896 7548 -973
7748 819 962
8173 1197 138
1895 656 834
6409 4844 -463
8079 2767 637
3402 5621 -503
79 6661 -63
5501 5555 -256
6850 1069 734
2919 3026 975
6320 7477 -189
3441 2444 -867
2554 1374 297
2063 976 56
3961 73 -109
4653 7178 -763
3235 260 948
50 5875 -816
357 4139 953
7956 6387 -401
727 7153 997
6862 2793 -971
5788 356 798
3991 4542 49
2282 2650 611
182 3875 418
3384 1359 584
2280 4825 817
1370 3512 -979
4261 8131 30
3184 6280 -821
5058 5553 -756
4560 3087 -191
4256 8054 392
6503 3171 -267
1394 4229 879
7445 3511 -323
689 3255 312
1957 4791 -821
3271 7134 471
1649 5774 -222
4262 4287 -156
6055 5440 -625
1526 777 252
7441 2655 470
521 4635 143
6278 1131 6
8047 3759 -454
278 4249 -218
2210 4542 -92
3201 638 568
1604 149 579
5646 4936 -412
2084 4592 934
112 7370 599
7391 230 43
1460 6774 740
5962 8143 -727
2802 7433 -19
7993 4100 948
5262 7750 -258
3681 7222 -859
627 4388 259
5356 2758 -755
1011 7216 -703
119 4200 225
2216 55 -692
6573 1084 -716
2905 2737 293
833 4171 -96
8042 2665 -816
3765 2039 -20
4556 6140 523
7292 2791 -890
7605 2543 913
4339 2326 749
2145 7471 -438
8024 881 -943
419 1949 -243
8133 2421 729
7133 7024 -988
7907 3598 -120
2941 4065 -464
7821 1100 -538
701 3928 -561
7582 1172 917
5190 3090 -520
1960 8005 857
4149 4131 788
2009 1943 -900
5098 2000 14
3173 2355 854
3685 3563 -297
3213 2033 -878
646 101 -312
3257 1687 230
7903 5618 456
6052 6726 -652
5897 6945 493
6848 7331 -519
3476 5616 596
7811 2063 -669
1868 4251 -525
5609 4888 -656
6852 2036 116
2499 1404 -564
1894 7560 -954
5151 3988 -13
6933 1296 -548
4267 7941 -432
5759 7566 -406
6524 3205 477
5671 699 644
6208 1481 -869
1138 4915 268
4002 7212 -981
447 1589 185
6251 4527 -411
5469 6929 -313
3820 5674 -374
3441 5545 280
4302 7092 766
4505 3290 762
6925 7480 179
3460 5334 -436
7963 5859 -197
4277 7405 -660
6561 6186 92
4506 3986 -25
7935 2851 427
2223 1329 944
8003 5529 -938
2896 4878 -547
3784 5138 -509
4376 3633 53
3153 1040 -160
1168 2350 555
2580 6386 -502
6601 4521 -528
7702 7668 673
961 6956 882
7494 7577 961
2415 2702 -293
7330 2166 -251
1057 7111 -329
1324 2104 731
2219 1535 853
6424 2052 541
686 4904 778
4309 1345 589
6688 3039 -641
1488 1428 -577
3866 1519 -349
1384 929 623
3918 5269 256
4892 972 -202
4545 4637 226
2137 2328 -602
5991 5434 926
5098 5145 176
449 81 716
2705 2039 -702
2690 3050 -20
5578 4434 -902
7656 1389 533
7891 1692 604
1448 2520 -614
6216 3692 -853
4677 3608 -364
927 3394 -761
2086 1192 -438
4348 2607 131
3171 4842 892
1612 5284 416
7553 929 -246
4379 90 -106
5670 1199 308
5358 4890 552
4289 4687 123
7153 2607 910
1532 5100 820
2732 7748 112
8164 4155 995
3287 4729 928
788 3324 509
962 6531 920
5641 7925 -484
7106 1546 551
3612 2924 132
5375 2478 31
7446 717 283
5571 7005 -249
5941 2412 213
3165 7514 -695
3559 2972 135
3742 1979 228
4667 1268 806
161 5057 -223
5941 1979 -947
5022 2052 -27
3587 2755 17
7779 7473 702
2851 2408 -971
7358 3767 -738
780 7987 -58
8143 2530 144
6602 7853 -806
600 7314 -706
3351 2702 104
5148 1731 -557
4584 4403 800
587 2697 -152
1995 6835 941
2239 5196 -450
6987 7783 31
2603 6141 53
4968 714 418
6049 6223 -481
4611 7937 524
559 5437 -185
2093 6381 329
6822 6731 -407
762 2068 754
6022 2160 531
1554 6817 -578
308 4220 259
7899 2472 349
7270 6005 -450
6727 7324 -810
5413 1722 190
4937 2629 216
7554 3865 -420
1444 7590 -945
3781 3736 -890
1137 3231 -345
4515 2767 -113
5710 1917 -367
3992 382 504
1461 4241 -422
7284 6642 -148
3593 146 848
2731 334 -486
1985 3983 281
5267 6555 305
1215 2636 -729
5417 7985 204
6768 5009 88
1871 3590 396
4370 2615 -108
5107 6086 -395
5974 4598 -221
5541 4318 533
5640 5772 -775
3812 4679 491
4405 2855 894
5962 6618 -384
2323 625 -464
5413 2916 -462
5655 2241 132
1271 5641 506
1008 5587 -97
3787 4554 197
7998 793 15
7248 5092 -505
2874 5619 -953
603 1268 -970
6339 4144 831
3291 2202 -234
161 641 757
5138 2232 -266
1033 5118 149
8058 5085 278
6584 3950 549
1147 6018 -436
3831 7454 -295
6337 435 301
2312 8089 915
3005 5468 219
3564 3878 743
1676 5448 575
2018 3144 -90
4081 2118 522
3671 6812 -853
4142 4924 -850
2653 1935 478
4993 5736 -257
1272 6807 -247
7404 1270 207
8035 5470 -251
314 1834 946
1168 4922 -27
6180 2940 -964
230 772 143
2162 3240 411
6611 4215 -688
7947 6315 -468
6798 4844 729
7890 64 -883
7111 5855 474
7461 5471 128
6656 3129 -813
4163 2159 -93
3649 1482 484
7878 3761 561
394 7981 72
5479 1509 -680
7043 6319 -707
2525 3622 -879
6279 4702 -297
2426 7846 913
2998 6455 -263
4610 5099 599
7976 761 841
720 4526 -947
1166 7814 783
2872 2400 270
1031 3678 458
7481 4014 570
3534 4010 106
4405 6059 409
3819 8047 -30
2948 5842 -327
1624 2597 -329
4951 814 712
6150 1641 176
3667 2625 -442
5520 1711 -774
7278 6557 -881
4194 5018 -517
3898 6064 -975
6218 2490 -254
7983 4470 -462
464 472 542
1731 8088 375
3182 2504 -613
7506 6471 -259
3812 6254 741
1593 7830 -366
2140 6745 -737
3778 3762 663
1637 4224 -564
834 6922 658
1224 5950 -672
3346 7719 345
1326 555 315
6924 1191 67
1879 7797 56
2907 173 -20
7895 5129 904
2109 5587 -296
3428 4058 -512
5152 926 750
3657 7816 -632
4085 3820 -950
1332 7669 -779
5923 2215 -44
5863 2819 -59
4615 1079 -165
2662 2118 258
878 3013 545
4424 5350 433
365 937 156
5851 3823 -387
2634 3339 -143
2324 1156 561
4867 7342 540
3433 1401 601
7315 1321 -53
1209 644 -379
6587 3823 948
4335 2209 -562
7009 2562 460
5351 417 -270
2638 1623 542
2216 3902 567
2163 3448 394
1811 1744 537
3973 2086 912
114 5629 -10
7605 7888 220
5142 3739 270
6794 1384 -757
1007 7376 -999
1481 5413 -357
5 3541 -834
6939 7046 714
2691 858 -931
2603 5834 -356
4689 6889 -478
2866 1977 108
4666 4761 -367
2402 406 778
1019 5083 363
6018 5720 132
7647 4786 -498
4273 7734 667
2202 3054 -759
3201 7941 -98
5980 3741 49
6518 3039 -608
3868 3592 8
7907 5162 953
4190 4286 -998
3538 51 -859
1487 6187 77
4222 395 -711
903 299 -10
6160 5775 -181
5150 6049 -53
3466 4136 -497
5282 342 18
1648 5880 437
141 5816 457
6611 3672 -763
458 2340 709
5604 6592 74
4248 5932 -153
3937 5073 317
2303 3554 708
2715 75 -423
4437 724 377
1982 868 246
841 2683 -449
2634 6846 -863
1654 1596 -763
4621 669 -898
245 1311 -127
1173 1793 -891
6900 26 -9
5468 7576 860
3848 6883 -890
376 1273 -891
1222 2660 717
7172 3914 -542
3956 7591 656
607 7427 546
1124 2676 702
7414 3682 428
6523 7203 441
5838 7138 -301
1311 2088 31
5595 4050 -340
6204 5538 -448
6933 4341 433
8087 5427 -424
5599 158 -912
4202 2306 -808
6448 4220 280
7221 3676 -6
2887 3077 623
6561 1806 363
3998 1216 -458
7816 3159 280
3625 4886 981
4164 6346 -715
2768 2435 -660
6388 5916 926
6561 3354 -582
6099 5824 125
7524 458 -403
2930 7528 594
7374 976 189
4346 1607 -723
3295 4155 -897
2122 3377 899
3347 7841 -67
4283 136 679
152 3007 -192
4731 1031 187
5028 4306 94
4547 1040 668
3424 149 60
3091 102 -947
7451 6417 476
6955 855 -673
5936 1256 205
966 2755 79
5667 8023 633
8123 3814 253
7235 1925 -396
2569 3496 -650
6260 1683 437
4845 5658 123
694 5639 -780
5221 4157 -484
5780 7235 -721
1212 6077 295
4520 3004 612
7586 1626 -178
1520 6028 781
1064 821 -600
4641 3620 128
597 6639 440
6355 3851 -289
8077 4405 -723
8014 577 -775
5774 5327 -805
5687 2321 -203
1091 3558 -54
4266 6552 -523
1159 3891 706
1107 4784 -96
2187 8131 308
6759 45 62
1369 6861 -247
646 1664 910
2407 6822 -897
4434 13 -511
3244 139 -565
5345 2279 -535
2780 4506 -277
6864 7868 -192
884 5436 -467
3721 1961 110
2776 6697 -595
1822 2891 -711
6110 6735 -308
836 701 -867
2959 7453 -922
3550 177 477
4721 3626 -935
2869 1708 32
3860 216 180
6413 4171 565
4291 3591 887
2856 6760 -729
26 3675 -688
7007 1131 871
899 8075 814
7446 5451 -347
3994 1075 264
2090 6053 920
6572 6769 -132
6313 922 -597
5452 630 115
3741 207 196
4015 7789 913
5926 1423 756
3263 7877 -50
3458 2539 -922
7255 2566 -45
4148 2213 821
4170 3209 -856
6786 4614 647
3790 6447 244
5411 1998 -765
7543 6288 -393
2631 5168 -587
4496 3124 -244
661 891 -628
2037 7291 17
3489 2453 662
384 7966 -180
945 3984 -998
2166 7277 343
8110 44 534
222 2789 -525
4325 6492 -167
7520 4036 993
5163 2390 -784
5433 4536 165
7951 345 -349
6412 2862 -33
3774 1546 -829
1263 6800 118
109 5831 397
2348 7682 726
6570 5689 -904
7930 3312 -356
6733 1922 -582
6046 7776 556
6071 5945 -153
6412 7362 -60
4592 1622 650
4592 5093 98
5243 7633 187
3025 3181 -281
1963 7659 617
3547 4820 -447
3382 2450 -477
6526 1151 537
3058 227 -218
6854 3744 360
671 7437 -993
692 7566 -427
7324 5222 483
7179 4298 -387
5066 7083 -628
4221 6403 820
4735 4157 315
4979 3607 19
6361 6179 582
6524 5258 -376
2594 7508 -99
3222 3414 -901
1665 2126 48
2241 5880 848
1593 6410 -967
5316 391 472
2594 2549 -843
3327 1849 625
1824 6255 225
389 5173 95
3745 5156 -289
32 2286 -563
5274 5127 -846
2947 2455 -116
3977 6768 290
8170 4324 891
3966 690 -241
972 5876 -188
4273 6243 -26
545 7708 -86
635 5220 555
7260 7313 -55
3945 6328 -986
4426 3356 991
3511 4677 -799
4022 4412 993
3636 2105 222
2752 6390 -280
68 4057 -578
3532 7410 -294
1987 3885 -706
2128 3752 -557
1135 7835 372
1030 1190 -937
6537 5164 925
4734 294 457
2523 276 -556
5574 3057 858
5290 1017 -229
6708 6432 -871
2172 81 173
6977 6192 663
6002 5024 -529
2503 6281 186
1887 1741 -814
1771 3526 -489
2810 8023 -659
3316 2144 -262
1020 1959 -289
329 4400 441
589 2873 -937
2312 2626 -383
3821 2277 757
6165 1690 358
1846 2309 -221
7647 1254 489
5691 6755 -917
2374 3933 -385
1517 5985 -715
6456 5733 320
3841 5480 -298
4754 3886 854
1072 3380 635
4046 677 330
4669 4593 208
4285 829 -555
6450 3807 270
142 7900 -644
2172 5730 102
2387 6562 -420
38 6809 -953
4458 7136 -599
2780 5206 -118
718 1011 383
6444 3164 24
2657 2807 782
7614 5351 -868
3813 443 -378
2079 4967 934
6316 5353 -294
4011 7879 238
7381 1253 -480
1384 7429 -347
1153 2878 212
5024 4608 635
5060 3222 87
873 6456 -250
4548 664 -566
3296 2254 -556
6043 2835 -227
1363 2968 -625
4 1355 991
6921 3289 -300
6056 7108 -118
6083 5361 -369
3927 7569 -307
109 5228 210
7968 4947 -275
534 4604 351
6663 3317 -986
2722 3507 -102
3846 4174 938
2419 6034 702
4646 1301 458
8083 1236 -571
2006 2160 604
5073 2786 107
1221 6605 -653
4358 5803 128
6751 5161 -251
7652 1179 518
2203 1758 557
1873 5220 916
1679 2161 779
816 5966 652
6406 6286 -29
7047 6624 228
6151 2134 -189
3797 2226 314
7250 3491 921
2491 7122 -602
903 8121 -510
7827 7803 -773
3614 6101 756
7463 2397 104
2904 5080 -981
998 682 -912
5530 224 -156
7572 5598 581
3680 7052 708
6426 1872 -61
2449 4158 448
5596 7017 749
4018 3277 -26
6826 6380 -578
1386 5955 303
2806 298 -435
7933 3744 -466
6130 1334 -762
1969 529 144
7905 594 468
2042 2188 767
4557 4199 -8
1160 970 764
3672 21 -939
273 3604 -869
1546 6000 517
1398 393 836
8037 2032 626
6393 7870 13
7757 7147 -827
2898 5958 -539
7187 39 285
3522 1035 -926
3419 3814 -269
4219 7248 -710
1511 4008 24
6694 3231 -98
1631 6793 -860
4992 4701 -61
3048 1808 -218
2184 1907 -413
1299 4529 479
4551 2120 -307
5486 3558 -874
1033 7800 -793
6072 1727 965
3816 7139 -14
8098 4958 -577
3960 5695 121
665 7782 314
2603 7342 -444
500 4431 -881
6103 214 518
6082 2672 466
6222 1289 909
384 6092 598
6186 5773 459
819 383 889
7678 416 390
5520 7387 -212
2803 7813 -848
2600 1837 566
4739 7082 891
2451 6477 -170
6409 739 -386
4777 5889 -64
5777 4111 -485
3544 3737 989
4309 3329 861
4186 367 -665
995 1647 905
545 1917 798
4788 2533 369
2662 3936 -122
1577 7581 -677
2365 3359 -812
5910 6452 595
6198 1709 615
3223 4622 639
1794 619 -472
3749 7008 807
7505 6258 101
4661 2129 -754
6820 7613 -607
2585 1112 624
1719 5859 -958
1142 4723 242
6144 2904 346
6029 1255 -184
7041 5321 -710
1076 7730 -198
6881 7187 -64
3833 6077 -734
2936 5548 705
3883 1935 414
4853 4535 749
4717 6329 -858
6739 885 673
6972 2047 -411
3252 651 352
6111 462 -887
5815 4960 -544
4515 3176 -171
3503 3772 -292
6512 7321 786
4476 3131 383
3854 7192 831
5058 5481 -522
5836 1794 -961
4100 5335 200
3834 4656 420
2252 6389 -832
236 4713 -231
6410 1140 260
169 7341 -370
6379 2531 -557
3193 4127 -688
8163 5724 540
4607 513 436
7001 5057 -449
7102 4261 341
1110 4412 143
6831 5691 507
3919 3167 845
517 5930 165
2569 7662 -820
5848 7939 951
4813 5546 184
1022 4750 824
4991 3844 532
4132 5166 -336
32 4187 -996
7355 3604 -784
2021 825 986
222 6671 -417
4948 7926 -373
2110 1146 803
4115 2597 543
3945 974 751
2994 2535 -333
3972 3837 -456
629 3042 -377
6715 748 -802
1657 5590 -309
7714 3450 -536
6016 3919 -689
7302 1496 -177
6810 6349 -935
3061 958 -846
5466 5653 -625
8062 8169 -818
5889 5666 -552
6598 3902 633
3243 7166 -976
5258 6340 917
1095 632 -865
2355 1479 -873
6310 2886 -719
5535 7277 438
362 697 673
1855 3894 -68
1495 3211 -336
8087 7859 -515
2658 7215 -136
7619 1219 -681
3935 344 273
7627 6888 -635
7825 4467 374
5174 6161 855
8040 6226 797
4944 3611 -65
3665 2143 -511
5109 5346 -157
1428 3538 -405
5494 1940 -815
5198 402 459
728 685 933
968 7196 -821
2751 199 -9
7999 3137 -377
2176 6281 368
719 5952 149
8144 4624 341
1922 1909 632
575 2472 -366
5489 2800 -280
785 2250 -425
57 3838 -919
4401 1117 233
411 6074 -303
906 1739 -125
6674 6714 -914
5325 6853 -900
734 7351 -300
7703 7354 625
500 3337 -576
5185 5823 780
4992 4622 780
5264 3843 102
2263 862 555
2393 3106 -458
7409 5807 16
7163 1408 918
3018 736 -281
5766 6688 366
7477 2579 159
7872 3955 486
4368 260 -218
1574 308 -282
5784 5515 48
5163 6802 -985
3384 2580 -472
3794 4495 210
1097 6980 243
653 7645 -953
617 6244 -126
2522 5494 483
7583 1945 162
6497 5207 180
7620 5223 -977
4288 3602 -643
4817 1635 620
4434 3701 344
869 4769 -492
7222 2803 595
2851 6267 -799
1551 1641 244
2865 4611 598
200 3706 253
3438 3542 909
5510 7591 -186
7354 3693 910
3281 7537 -14
5381 178 -59
2045 5079 903
5179 5362 502
7989 4797 308
4577 4090 26
5664 5339 -37
2558 8179 -406
91 163 847
8179 3566 -770
390 6273 541
122 180 477
1095 7146 -448
503 4098 -622
3633 7248 608
4634 542 -431
6686 3770 -969
7834 7662 88
586 2460 -627
428 7546 -706
3732 563 127
7266 1670 -282
4771 7558 -647
3430 5334 864
4551 2977 378
1024 2459 805
1851 3396 -702
1917 189 -389
3419 2931 33
5005 4967 355
5410 4666 433
6540 1920 95
7152 6626 258
4039 7267 -908
2858 1169 -910
6022 2035 -209
4119 1903 -372
1082 1236 -239
765 215 -245
39 3977 -679
4760 4850 232
2024 1380 333
1650 3301 -689
2115 5609 648
7200 2638 -831
7632 1529 -448
1314 461 -788
2019 7697 899
2997 7703 398
3839 5644 865
5253 3229 -36
5519 7229 436
443 5244 -882
4446 6526 559
2434 3584 -596
7782 7215 -916
3739 3412 371
364 2967 -895
1884 1288 -365
4879 5876 -558
5234 7716 -170
3860 4448 372
2782 1162 -862
1386 7031 456
7924 4389 805
2500 5743 -323
3172 5718 976
1908 3469 192
755 7375 256
721 5939 419
5941 4499 97
2506 2966 198
7335 2319 993
5406 6951 -777
2485 321 543
5066 4411 -732
5984 6863 377
4056 294 641
4412 6544 75
2283 7041 -985
4494 7935 -225
3650 6168 623
8012 6965 473
4739 2669 -595
3133 226 542
3079 1522 302
847 5553 566
4773 6597 811
3769 4998 86
5827 5831 394
4215 7400 -917
2074 5283 830
517 1545 400
5197 7980 427
4691 307 -447
7281 4054 -590
7609 7622 12
1795 6383 -629
5567 6810 42
7550 243 545
3223 5189 -63
6447 1239 876
6984 912 -227
2241 74 -889
5447 4790 443
7641 5338 -281
3252 2575 -296
5980 1075 98
2455 4812 -854
7570 4270 -664
165 3464 -85
4677 1845 -773
4160 7966 -406
3003 7783 911
971 876 337
5920 903 539
3842 3685 867
5194 2678 250
6412 2899 -668
7965 6693 -62
3869 7022 -340
2338 70 -700
3010 3886 -187
880 4761 -264
5033 5267 -790
3775 6933 741
114 7982 -679
5465 7416 -410
4886 5476 -629
6366 5235 -816
596 4228 -104
5125 4165 985
508 4315 -706
6212 7595 105
6480 5801 -166
2115 8093 -28
6611 1342 -469
4383 7523 -584
3965 1023 573
5479 1741 -95
4617 3544 -790
238 4548 693
262 6648 399
5654 5046 -853
943 850 -357
7322 4693 409
2817 4730 613
2426 6898 822
6008 963 954
493 2464 899
4600 7171 150
2372 562 156
4251 4788 -852
1772 4322 -171
2304 2725 65
4780 7201 -360
4116 508 -457
5675 3026 -41
5961 103 -848
1373 5615 -69
4709 6445 -608
7310 4694 171
6539 2282 -668
712 1206 55
6776 7594 268
3715 5055 81
8037 994 251
7999 3393 483
1994 5036 -139
2828 6169 918
4163 7213 806
3669 5881 -125
4592 7072 -677
2226 1145 526
6702 5247 405
6353 4771 -617
205 7525 -779
7563 1717 397
7010 5244 -710
6038 5365 121
5440 2136 -605
7044 5686 681
8064 2285 480
7994 7499 -425
7755 2364 -970
7255 4519 -450
4904 1293 -39
5966 1652 -981
2824 4404 150
427 2386 873
2223 723 -406
5248 7796 109
2378 5584 854
7412 5172 78
2417 1406 -826
2463 2443 580
7565 1853 948
214 7570 -915
55 1264 782
1338 3627 -641
8039 4025 485
8109 5157 -217
1112 2654 620
5539 3771 96
8024 765 -208
4885 4220 476
5220 628 -17
7047 427 -103
7504 7360 -627
410 2670 394
1840 4687 -353
7125 3021 -215
3615 4150 -921
6530 1283 -72
5380 4150 -232
7262 6134 -956
6992 5144 -626
424 5077 955
7143 7565 -350
184 2066 -651
7364 7891 -399
4823 6758 -704
7104 5761 -601
6583 7646 -314
5551 2557 500
