861 2950
562 92 93
158 794 334
258 620 587
317 367 66
385 445 392
422 522 630
29 11 260
43 196 194
643 112 200
222 761 67
486 445 825
654 561 439
828 649 718
449 795 988
84 322 120
383 489 25
156 790 873
647 120 99
264 83 791
491 842 371
80 619 872
492 370 571
735 455 874
52 489 37
650 224 356
394 249 672
196 330 280
248 732 602
124 575 146
319 490 503
609 223 454
11 29 335
300 341 395
298 697 852
762 338 1000
703 781 718
358 779 666
248 351 504
149 791 621
210 625 297
47 357 929
694 275 921
172 787 280
774 550 356
83 33 681
472 828 64
229 205 133
789 35 965
143 838 603
620 206 584
352 144 969
348 801 580
418 262 356
78 102 845
698 472 929
389 785 726
354 472 628
348 654 377
114 579 79
692 792 6
527 795 570
74 6 839
700 37 638
46 506 538
305 611 83
323 792 531
809 36 255
148 441 235
472 59 148
764 278 380
798 190 449
552 620 833
661 711 409
271 743 641
830 357 562
527 132 40
309 145 867
73 687 12
105 544 472
306 845 567
483 416 483
830 558 721
572 154 774
581 279 610
657 390 446
795 439 260
82 154 947
782 285 201
761 611 545
593 183 254
764 506 153
259 832 977
643 247 287
847 38 793
644 56 102
165 505 685
638 88 510
263 307 867
402 450 414
788 204 366
472 380 218
597 53 457
121 704 141
492 265 370
827 413 408
672 574 823
801 571 22
667 619 660
269 393 815
578 138 872
57 147 985
287 414 135
232 165 911
257 682 137
342 587 101
277 35 607
368 535 925
221 11 73
380 513 728
512 357 203
589 120 371
492 66 359
315 706 635
690 279 480
200 47 709
314 194 167
68 539 92
446 528 587
181 720 407
173 365 638
827 248 795
766 255 827
250 215 622
685 639 682
135 402 2
783 84 143
349 696 50
624 364 975
408 236 353
39 6 155
127 267 722
274 59 180
261 366 447
312 292 349
206 616 636
810 38 812
833 503 109
402 15 616
668 315 594
311 485 910
78 501 566
633 718 191
797 529 252
587 612 712
187 430 205
476 153 278
466 856 489
321 88 954
699 630 769
794 383 536
145 116 337
658 712 112
559 359 441
576 490 370
849 206 274
6 100 32
62 747 940
474 332 642
157 606 306
255 219 650
394 86 769
479 714 573
398 123 489
214 560 34
449 272 759
447 455 842
751 779 991
166 602 593
681 157 510
464 652 498
632 162 985
333 553 630
418 585 941
710 291 436
253 389 289
90 19 255
306 591 536
28 177 890
266 383 466
362 364 891
734 355 820
243 482 910
691 793 468
390 816 88
178 61 701
662 255 413
415 160 859
363 390 306
794 611 752
301 267 440
710 354 487
221 209 12
130 641 358
460 72 733
152 698 563
15 13 40
374 641 55
600 314 301
302 87 790
558 146 799
343 148 269
728 191 861
459 797 793
456 284 666
695 195 539
576 647 775
638 416 625
409 160 140
486 86 558
266 789 41
722 440 828
100 181 999
744 289 316
600 685 260
43 734 715
332 364 875
547 19 954
140 718 755
635 785 951
245 443 368
333 643 977
297 394 712
44 535 142
429 636 641
765 666 46
259 277 85
181 412 574
764 484 181
269 781 216
415 376 428
513 620 913
500 273 570
496 743 916
59 755 282
502 296 679
190 26 218
24 366 729
168 707 611
513 746 968
58 382 970
811 283 492
461 654 628
186 629 528
59 115 252
706 163 134
65 52 387
775 638 521
362 466 841
260 660 335
434 641 185
387 391 960
219 858 200
662 852 637
834 853 958
554 653 193
368 607 195
105 300 290
800 644 522
669 585 93
298 247 399
309 655 679
160 811 342
860 116 277
385 740 290
762 48 516
577 348 253
379 61 375
291 690 57
329 635 981
12 171 703
171 310 313
650 462 473
711 382 370
746 792 582
95 333 752
418 112 210
579 265 346
587 443 596
1 336 474
756 371 793
270 416 925
678 365 471
356 813 699
241 445 312
409 716 197
785 146 120
206 309 680
409 592 647
263 245 908
210 407 139
265 675 801
380 493 936
127 817 312
267 617 825
191 425 667
713 531 360
458 35 593
431 692 954
850 436 677
89 572 302
551 635 546
362 49 275
342 152 11
761 139 399
767 646 453
434 799 819
19 589 769
547 381 118
694 727 983
613 102 873
698 348 766
147 803 853
278 233 652
211 669 596
108 530 674
775 273 457
319 560 552
748 77 819
316 165 210
571 564 419
747 286 683
587 184 658
285 847 365
75 528 190
187 346 110
248 2 512
553 107 899
556 94 408
24 245 864
44 210 46
186 697 484
130 448 604
112 334 280
260 88 458
683 247 986
348 592 653
58 519 211
308 307 560
52 394 647
7 591 135
47 153 183
196 447 624
368 247 85
627 65 214
401 778 848
531 740 651
605 130 354
700 49 606
334 63 837
806 15 516
404 732 201
582 75 362
524 579 336
401 712 890
454 485 762
798 730 334
465 825 911
689 757 222
46 513 136
514 700 905
679 759 29
498 241 364
369 838 357
33 308 534
598 755 302
763 389 720
775 415 644
122 817 240
216 200 961
58 570 101
597 229 749
327 781 21
814 164 653
723 672 863
121 103 245
386 106 70
386 24 532
368 317 962
237 81 144
396 306 372
440 256 65
326 441 679
550 734 47
31 110 281
417 157 207
180 99 473
843 91 776
769 15 313
53 134 899
415 612 470
355 455 584
24 266 208
454 703 788
1 344 869
246 568 378
199 223 98
622 104 851
449 543 830
53 564 14
387 328 171
179 181 697
711 679 376
585 795 479
344 700 221
453 397 928
407 431 678
411 566 116
96 267 919
832 52 769
381 507 8
450 61 68
734 415 424
604 590 506
192 738 768
711 487 350
615 509 215
615 330 747
536 425 355
186 142 759
454 213 528
193 594 521
200 491 939
489 451 71
58 46 632
15 420 310
301 549 860
422 238 794
461 592 910
183 586 465
653 9 784
102 300 607
263 146 406
18 738 294
58 568 361
110 58 814
329 306 720
433 515 873
431 555 536
534 183 304
424 536 68
650 851 684
440 232 273
533 8 245
342 360 104
487 349 209
437 180 750
551 50 967
174 757 919
477 336 422
279 660 735
195 437 448
840 94 183
293 225 350
234 98 325
60 467 550
443 292 579
454 511 809
851 182 783
25 276 424
388 363 274
65 801 904
821 250 237
774 284 862
213 63 719
687 201 715
547 838 357
682 421 376
420 561 837
44 360 112
770 344 275
517 70 752
607 317 850
364 754 1
666 790 545
635 174 200
268 501 204
2 844 648
244 34 613
354 383 250
20 612 419
53 771 526
94 696 793
754 688 590
506 655 918
473 687 998
786 525 71
449 584 395
114 286 112
145 501 163
7 402 488
142 414 623
223 809 976
527 780 689
351 261 625
471 287 421
206 753 557
379 372 650
347 675 97
466 552 60
730 129 601
656 521 698
601 846 685
322 628 726
795 557 126
266 81 210
565 543 46
625 252 705
394 591 640
175 444 137
103 25 444
582 799 608
578 14 527
89 377 823
400 398 52
716 184 341
59 456 701
270 42 76
56 486 981
78 223 194
745 453 868
199 226 15
719 692 728
351 246 879
828 82 38
290 575 674
246 817 137
367 145 560
190 410 867
315 437 12
53 121 727
143 668 544
235 722 791
778 295 594
51 586 691
7 296 609
90 502 780
62 207 198
75 245 756
245 389 439
410 806 507
150 196 118
109 377 364
305 126 366
746 567 248
117 526 227
618 344 719
230 328 420
69 108 601
469 489 997
729 598 747
454 18 671
129 283 856
590 717 877
490 641 176
435 207 176
861 54 243
685 418 645
601 609 870
521 665 384
11 127 425
7 55 266
705 183 729
142 517 953
515 704 917
217 715 411
370 833 881
348 63 180
600 834 67
504 640 714
379 681 894
828 795 446
317 712 194
598 588 434
682 464 139
694 594 822
112 431 878
533 462 341
235 831 117
447 60 255
237 446 788
445 222 321
483 761 739
697 612 445
848 445 598
10 531 525
785 634 348
235 498 89
558 374 274
374 709 392
537 714 566
433 414 328
167 755 65
248 249 550
769 106 141
195 292 332
806 438 639
103 849 576
410 263 706
397 245 537
434 206 529
677 813 565
817 848 809
89 92 612
721 195 671
250 774 122
440 445 542
855 407 554
339 442 112
263 777 78
436 426 185
662 801 936
847 723 357
423 623 15
265 309 966
350 425 562
299 249 575
184 402 279
586 77 348
759 792 946
610 486 549
133 225 428
383 645 319
701 807 562
50 125 307
669 12 810
168 26 502
527 451 926
147 787 885
209 110 675
92 650 598
795 400 754
228 253 53
100 696 33
70 233 674
450 234 495
56 156 941
579 117 756
749 258 320
737 152 970
778 496 842
106 586 230
719 530 157
612 770 855
808 427 771
829 496 768
189 695 735
510 376 293
152 385 909
677 252 910
608 233 965
803 180 173
642 832 973
293 195 797
564 204 738
113 192 181
750 719 462
568 550 636
843 411 511
470 672 760
77 314 443
69 181 823
553 710 911
712 187 771
581 675 374
306 856 655
679 114 502
740 388 530
694 26 109
13 257 785
696 665 201
56 178 451
136 703 765
453 7 709
832 211 110
43 512 435
706 499 37
335 817 340
692 570 153
355 750 479
302 310 197
674 582 206
635 807 609
826 445 436
596 550 260
391 38 617
326 381 935
789 154 95
605 4 798
335 432 169
436 605 353
203 208 728
699 247 1000
617 236 690
256 797 581
391 410 119
687 367 98
624 124 565
363 25 338
248 652 624
475 288 457
228 589 800
585 857 527
28 260 474
704 87 938
369 110 830
677 774 928
400 853 139
848 366 480
415 403 436
324 612 816
140 861 342
570 586 742
471 537 119
801 36 156
375 285 239
246 370 964
313 181 959
860 430 640
698 6 464
3 441 90
349 363 264
786 65 156
644 171 398
718 250 368
4 741 330
583 53 54
487 680 175
200 577 687
400 230 843
857 604 531
123 725 377
196 731 137
6 576 268
421 515 127
38 775 707
356 244 745
356 485 907
222 527 853
768 669 21
267 480 119
61 428 36
632 51 719
752 67 940
545 291 162
349 380 203
435 855 95
48 517 449
29 107 360
368 57 344
209 373 297
707 258 768
283 215 692
518 133 414
248 348 401
411 585 551
566 94 21
374 20 525
274 655 292
524 463 835
274 417 680
258 271 653
244 358 40
205 806 207
736 412 285
502 834 6
54 196 34
145 251 303
536 403 236
229 767 99
665 10 740
764 226 695
215 363 820
541 788 417
446 780 633
789 460 810
181 765 714
624 359 387
618 79 232
183 47 991
334 320 429
682 161 524
504 287 854
73 180 208
250 496 893
83 59 848
151 368 547
374 430 162
457 632 348
303 484 491
282 579 340
663 210 441
525 669 336
53 329 393
394 389 41
467 314 136
201 492 791
134 687 436
523 701 148
38 781 490
272 657 322
655 199 106
817 432 115
653 817 797
353 123 600
734 23 465
846 775 190
412 477 783
529 592 775
213 699 795
591 155 426
65 455 472
772 728 257
564 207 168
349 89 684
529 595 409
731 666 945
84 621 576
356 483 662
601 456 997
639 304 104
647 793 190
607 352 608
425 481 33
766 196 834
419 302 128
557 632 490
163 539 115
257 647 820
801 108 912
364 221 370
844 23 253
852 180 28
137 168 300
198 740 347
169 726 112
287 701 500
596 659 495
559 766 799
469 319 777
30 532 9
621 500 959
738 603 485
186 514 231
738 600 270
380 104 298
514 396 278
46 669 226
626 200 20
793 91 106
613 673 550
325 445 435
335 366 986
711 477 744
604 564 9
422 815 728
169 705 523
211 845 710
532 343 850
289 818 442
730 423 938
175 827 365
378 347 59
750 409 342
809 29 887
649 280 674
497 772 577
509 389 932
532 62 605
679 798 633
396 711 122
775 333 960
35 307 783
331 757 78
261 831 923
841 203 369
666 829 149
715 303 83
246 165 165
498 496 879
493 721 778
240 451 246
258 346 457
271 289 461
720 6 853
731 243 210
147 199 264
453 442 798
828 110 833
370 379 244
82 15 570
648 138 484
828 524 523
736 719 822
131 615 747
478 154 196
271 600 390
31 854 851
218 744 891
703 270 397
270 275 707
459 856 344
373 737 849
450 208 959
573 525 799
241 495 152
114 562 358
99 341 199
812 692 110
315 457 223
459 88 229
216 584 232
403 507 63
190 481 944
115 253 156
420 614 413
332 179 79
668 582 504
187 327 507
14 307 520
99 287 982
154 758 669
618 699 485
769 800 477
399 14 854
281 665 31
784 800 497
489 618 9
511 630 315
785 293 685
583 847 111
576 217 19
719 614 74
62 33 89
58 246 167
646 502 334
305 296 749
240 425 85
38 251 956
30 458 579
218 121 338
443 52 703
262 417 517
648 646 418
685 620 937
346 861 200
1 72 130
716 499 608
111 13 410
566 518 226
815 427 322
332 248 581
376 538 132
586 13 814
784 452 761
503 12 560
758 259 779
255 482 679
524 724 47
270 626 976
136 2 135
693 460 583
474 708 915
649 141 936
388 377 269
363 281 601
317 433 671
726 299 208
447 699 362
196 370 187
369 474 100
705 177 309
659 335 622
454 594 566
551 317 224
294 596 132
432 814 245
332 271 540
555 84 554
36 446 445
632 183 140
562 518 276
161 774 708
611 431 437
95 759 306
822 200 576
472 744 991
227 648 62
663 651 558
180 218 479
698 310 776
814 77 692
732 103 59
749 443 651
405 64 25
199 743 879
493 334 308
689 731 648
341 720 728
788 12 610
317 76 958
612 234 366
203 48 295
838 83 238
40 82 188
474 733 223
274 373 52
586 189 653
549 217 119
767 694 364
856 861 451
581 162 655
773 645 614
428 258 257
713 408 826
784 132 79
771 333 124
219 698 355
713 180 569
489 746 42
220 72 298
640 610 428
842 80 682
542 188 70
828 444 136
116 42 280
809 522 227
190 582 762
102 86 348
809 114 357
668 493 915
765 459 105
72 661 783
231 501 375
271 523 897
724 688 361
158 653 104
50 348 101
522 529 826
145 195 253
695 821 330
605 276 785
623 621 741
22 620 220
724 499 231
513 812 983
824 379 987
795 689 388
22 754 689
718 18 973
477 307 284
600 704 874
647 256 550
789 375 208
351 508 162
559 361 723
840 581 937
426 454 365
697 323 40
830 624 930
456 500 380
749 664 879
679 362 362
791 570 526
707 419 380
277 55 200
195 343 795
244 741 21
276 769 519
687 50 460
300 125 955
604 770 283
144 44 385
722 648 53
526 232 423
341 160 696
378 509 411
98 492 967
21 540 314
317 27 263
139 220 623
262 297 843
490 675 339
489 347 562
519 88 776
233 4 917
157 360 668
844 292 104
559 827 368
775 59 421
617 826 742
351 421 677
821 511 310
560 854 642
609 25 599
285 68 865
102 584 435
221 683 583
765 740 358
754 719 520
389 124 398
584 274 275
857 238 258
76 711 553
203 440 458
218 507 218
807 3 73
427 328 219
486 145 808
730 371 787
788 714 695
776 561 772
149 205 720
692 146 650
840 514 557
66 601 559
560 784 1
532 565 685
52 169 792
692 390 971
574 696 953
695 84 287
56 525 701
551 321 211
680 812 164
387 433 624
751 339 763
134 841 503
404 64 863
555 513 676
728 81 86
514 100 934
511 679 535
464 294 832
603 286 85
556 282 287
278 809 719
304 336 188
262 546 587
272 447 327
769 796 78
665 85 115
120 236 960
810 735 655
614 803 244
244 215 649
802 400 242
354 180 292
607 226 509
784 419 579
718 412 809
793 542 720
464 162 136
340 764 653
225 576 475
14 198 715
804 441 659
660 511 281
160 73 768
488 509 927
582 450 214
331 269 995
51 126 458
248 495 320
60 567 707
620 51 592
382 567 350
455 626 977
276 792 511
317 48 663
400 492 868
685 503 553
715 412 1
149 29 403
132 32 594
653 77 681
662 16 452
362 257 706
709 644 857
333 420 664
581 221 165
97 356 308
52 242 827
794 482 398
708 581 839
123 463 153
693 627 633
510 723 449
393 152 818
75 22 673
189 757 831
6 75 704
733 785 9
92 374 498
811 3 667
396 345 52
5 205 830
704 718 848
659 664 84
279 466 576
473 422 310
100 99 890
245 120 472
716 825 153
795 504 946
329 424 640
319 550 985
651 713 323
712 403 627
838 560 947
350 522 966
750 480 905
293 63 931
398 415 494
145 652 321
779 691 305
494 586 705
776 245 968
223 11 932
691 13 261
747 752 435
116 636 185
176 500 398
403 4 824
301 413 114
550 123 193
502 256 465
96 402 118
241 652 356
622 276 178
594 212 951
41 507 722
128 496 813
467 713 899
595 22 717
501 615 214
98 571 267
185 238 386
165 496 990
779 288 34
66 477 194
596 370 704
290 828 619
167 179 530
199 793 462
41 607 824
602 647 74
22 318 395
24 123 469
208 403 712
140 548 782
150 8 141
61 722 212
488 34 522
51 786 95
305 206 240
739 603 652
672 295 807
860 817 284
726 444 522
548 590 919
132 783 607
33 691 120
58 364 175
751 206 557
119 659 579
854 302 534
768 347 435
138 693 729
112 130 22
356 833 410
855 276 356
572 575 856
141 448 785
397 295 273
545 481 509
73 665 267
483 552 108
424 435 15
97 485 390
191 67 771
457 17 510
503 567 619
833 250 914
349 782 736
675 6 315
218 605 351
166 573 378
731 727 512
78 223 168
160 79 388
582 518 369
535 239 262
799 238 335
619 263 273
140 486 611
435 788 69
23 727 161
623 363 329
503 688 459
826 445 371
421 111 189
707 15 836
373 192 592
66 656 26
327 703 251
154 522 666
738 793 251
565 400 758
791 69 130
819 97 707
550 654 672
840 516 357
704 228 909
145 861 152
524 153 649
808 857 682
580 9 169
43 467 8
575 215 410
408 113 272
615 717 759
82 346 382
209 547 770
616 164 223
297 135 521
762 110 918
435 269 515
293 143 449
106 849 701
670 654 713
519 177 709
415 338 579
617 407 464
47 490 943
612 537 309
503 394 1
525 810 170
371 771 525
671 844 784
756 834 574
305 632 267
71 493 147
27 108 461
561 415 727
702 456 82
561 279 626
69 680 96
551 765 713
720 363 585
637 154 840
833 508 261
317 104 918
614 370 274
156 766 399
297 379 184
453 210 50
619 136 445
403 492 663
827 736 897
803 94 34
800 463 300
671 802 652
459 595 57
839 149 80
277 113 416
659 12 68
64 407 684
325 462 945
790 71 908
275 361 610
759 780 124
810 144 618
191 439 103
851 209 709
467 332 875
31 239 332
159 591 908
502 647 928
665 242 349
686 124 692
132 56 430
473 810 583
759 614 560
422 302 643
379 152 46
622 352 365
58 189 811
439 252 984
15 260 31
259 360 437
686 518 689
443 493 799
633 672 525
364 594 221
795 400 236
161 366 367
780 567 40
692 474 634
138 301 228
818 152 816
532 61 969
188 577 688
797 94 537
557 243 970
850 38 750
838 207 883
149 776 813
639 470 650
455 304 755
511 782 510
654 119 660
688 851 687
94 416 226
311 454 747
803 67 841
504 111 707
814 558 818
732 634 594
215 287 829
600 826 122
755 799 679
356 430 532
75 77 979
601 27 356
441 843 133
689 300 387
330 583 417
451 716 884
584 735 938
684 324 480
778 805 87
469 487 44
664 210 463
520 833 197
26 838 179
485 30 249
137 153 694
489 549 526
353 427 287
331 225 253
153 852 494
341 542 485
277 96 380
392 613 524
234 820 653
750 239 911
136 158 764
797 764 922
96 114 948
435 551 55
162 762 484
720 384 569
698 847 625
567 310 856
385 736 701
171 138 305
449 307 774
550 659 500
291 296 83
277 255 672
136 32 369
556 477 148
189 505 719
265 716 609
565 207 803
190 241 57
805 503 319
8 545 135
36 303 550
649 330 453
780 404 499
262 765 216
642 78 574
338 530 247
45 40 493
325 62 198
646 758 942
708 637 756
64 237 494
68 630 185
354 573 591
93 748 159
180 695 968
799 75 650
753 703 599
389 631 352
751 593 69
462 314 346
145 787 752
423 42 188
357 158 9
789 774 248
351 763 706
756 7 783
444 654 667
824 805 204
323 286 374
813 367 454
28 41 824
611 217 171
48 836 483
397 342 7
123 258 906
44 815 889
846 745 615
104 448 355
843 620 750
442 332 760
790 152 340
399 739 339
627 591 96
58 391 219
759 506 137
147 538 922
705 255 157
5 438 924
139 178 249
145 257 608
398 535 708
569 265 567
494 207 79
498 214 881
730 644 634
826 630 870
848 41 688
421 678 501
202 710 503
460 389 364
794 559 437
227 456 769
87 511 687
48 642 419
298 490 618
306 400 210
35 646 96
821 117 56
523 59 687
165 740 750
626 26 809
323 256 415
117 687 663
320 794 719
57 98 492
722 723 22
184 646 315
642 131 452
554 283 983
501 552 60
859 24 665
677 490 818
11 455 78
280 617 162
616 34 528
150 549 488
566 150 668
288 397 305
525 732 161
217 610 328
803 378 177
741 222 449
778 807 7
432 757 580
164 7 490
410 758 621
548 731 382
392 757 707
500 522 216
818 200 708
295 115 805
53 175 504
826 565 383
650 812 157
260 309 763
106 632 554
70 610 669
549 88 872
411 583 48
526 677 813
861 528 220
395 589 326
578 524 354
679 743 914
360 102 344
799 715 992
641 773 122
455 309 777
296 775 906
392 163 312
381 292 780
220 580 524
691 88 954
100 772 197
568 57 415
799 56 768
492 518 26
443 325 282
783 521 291
702 741 567
751 324 837
856 660 367
327 319 466
451 241 190
228 629 102
724 107 474
231 51 614
656 607 594
595 257 398
712 228 421
357 472 647
108 197 551
172 443 488
818 571 952
57 821 31
516 203 557
158 82 281
603 441 882
629 555 38
787 467 840
145 364 968
345 392 144
148 445 899
456 653 458
134 454 854
504 211 855
327 320 29
482 763 556
15 843 57
257 195 300
724 32 929
434 363 179
75 519 233
535 700 929
767 403 46
478 580 141
488 102 247
275 651 277
98 782 716
794 139 749
185 314 174
339 768 239
646 334 408
757 837 899
190 609 167
323 426 864
191 484 806
610 639 537
509 835 636
103 453 989
145 159 477
648 194 19
614 31 148
49 433 142
659 533 543
244 294 386
659 224 698
291 492 899
558 586 145
514 47 274
578 570 196
814 114 554
101 835 559
410 792 580
51 672 623
110 257 927
615 739 506
621 690 153
118 712 130
778 788 475
466 84 588
176 250 345
630 826 608
488 124 626
568 507 426
93 484 848
802 295 249
643 767 210
846 776 365
676 555 940
707 186 963
794 618 349
719 557 249
60 346 889
395 94 892
836 215 892
378 310 39
426 145 240
212 346 390
32 475 891
467 438 86
361 703 930
118 783 636
817 760 612
343 288 593
537 128 825
563 791 382
583 814 706
543 708 211
217 216 480
174 706 14
138 695 351
399 553 752
802 326 885
331 722 138
327 220 764
342 809 753
732 130 711
347 481 485
802 758 174
4 250 389
818 821 231
397 544 151
623 674 70
284 659 233
364 438 551
485 854 645
9 192 430
73 590 346
245 161 534
78 413 36
834 832 774
824 453 95
833 803 933
255 346 736
188 818 1
211 229 245
640 421 948
445 380 569
720 465 310
498 549 704
334 828 12
439 128 759
132 186 223
604 578 429
83 453 116
164 633 41
650 501 606
732 390 774
404 642 209
627 606 295
853 575 16
83 56 838
748 632 128
114 798 846
796 502 262
5 747 653
245 401 113
643 6 659
534 335 909
88 540 200
112 703 487
350 790 827
290 217 249
669 101 398
607 151 31
306 375 957
326 745 58
33 373 770
557 823 348
213 695 573
507 495 722
835 30 541
665 207 915
12 234 936
858 302 186
414 629 298
637 149 616
570 795 727
604 31 571
813 350 342
388 340 875
332 615 157
684 261 706
160 590 826
475 665 985
668 131 426
81 241 533
711 44 281
797 121 502
8 460 719
681 114 354
816 405 469
164 568 935
100 166 255
29 5 978
656 28 244
191 855 399
186 292 274
615 323 837
170 131 530
147 498 367
591 477 3
520 106 149
400 858 825
87 800 252
63 734 106
356 104 213
38 800 952
494 452 682
85 492 734
111 751 887
423 561 1000
90 379 931
845 782 155
657 819 862
536 695 471
744 4 171
187 620 11
659 598 112
246 273 471
309 648 329
137 458 589
20 24 822
445 190 371
135 309 825
652 639 714
725 81 689
701 625 422
231 118 600
771 544 697
459 13 974
496 749 387
824 553 819
601 584 739
